name,score,genres,episodes,studios,duration,rank,popularity,favorites,scored_by,members
Kurokami: Intermission,6.59,"Action, Supernatural",1,Sunrise,23 min,6557,7969,2,2315,6654
Element Hunters,6.59,Sci-Fi,39,"Heewon Entertainment, NHK Enterprises",24 min per ep,6534,5922,21,4078,13845
Milabo,6.59,,1,,4 min,,15130,4,438,777
"Koihime†Musou: Gunyuu, Seitoukaichou no Za wo Neratte Aiarasou no Koto - Ato, Porori mo Aru yo!",6.59,"Comedy, Fantasy, Ecchi",1,Doga Kobo,29 min,6552,6542,2,5020,10755
Sky Girls OVA,6.59,Sci-Fi,1,J.C.Staff,28 min,6514,7534,5,3717,7589
Akuma no Riddle,6.59,"Action, Girls Love, Suspense",12,Diomedéa,23 min per ep,6530,940,1055,130046,274000
Turn A Gundam II: Gekkou Chou,6.59,"Action, Drama, Sci-Fi",1,Sunrise,2 hr 8 min,6522,8823,1,1466,5160
Ai no Gakkou Cuore Monogatari,6.59,"Drama, Slice of Life",26,Nippon Animation,25 min per ep,6528,10546,4,1027,2986
Maze☆Bakunetsu Jikuu (TV),6.59,"Action, Adventure, Comedy, Fantasy",25,J.C.Staff,24 min per ep,6561,7409,11,2496,7900
Recorder to Randoseru Mi☆,6.59,"Comedy, Slice of Life",12,Seven,3 min per ep,6569,4733,7,13020,24287
Glass no Usagi,6.59,,1,Magic Bus,1 hr 24 min,6542,10905,0,753,2689
Princess Tutu Recaps,6.59,"Drama, Mystery, Romance",3,HAL Film Maker,11 min per ep,6568,8258,7,2423,6060
Asobot Senki Gokuu,6.59,"Action, Adventure, Comedy, Sci-Fi",52,Studio Egg,23 min per ep,6532,9555,8,1480,4059
Fortune Quest L,6.59,"Adventure, Comedy, Fantasy",26,E&G Films,23 min per ep,6536,10753,1,916,2816
Kaibutsu-kun,6.59,"Comedy, Horror",49,"Studio Zero, Tokyo Movie",25 min per ep,6549,11901,0,991,1994
Kizuna: Koi no Karasawagi,6.59,"Boys Love, Drama, Erotica",1,Zexcs,43 min,,7595,7,3385,7439
Kaiketsu Jouki Tanteidan,6.59,"Action, Mystery",26,Xebec,24 min per ep,6550,8509,9,1569,5684
Akai Koudan Zillion,6.59,"Action, Adventure, Sci-Fi",31,Tatsunoko Production,24 min per ep,6530,8049,25,1799,6464
Levitating,6.59,Fantasy,1,Nostalook,3 min,,15371,2,424,721
Girls Bravo: Second Season,6.59,"Comedy, Fantasy, Romance, Ecchi",13,AIC Spirits,23 min per ep,6541,2296,138,49844,94671
To Heart,6.59,"Drama, Romance",13,OLM,24 min per ep,6521,4355,80,10476,29336
Chuuken Hachi,6.59,,1,,3 min,,18530,0,207,378
Gilgamesh,6.59,"Drama, Fantasy, Sci-Fi",26,"Group TAC, Japan Vistec",23 min per ep,6539,3571,192,11946,43959
Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D - Tachikoma na Hibi,6.59,"Comedy, Sci-Fi",3,Production I.G,4 min per ep,6555,8387,6,1396,5861
Ranma ½: 1994 Music Calendar,6.59,"Comedy, Slice of Life",1,Kitty Film Mitaka Studio,20 min,6568,9551,2,1258,4066
Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon,6.59,"Adventure, Comedy, Supernatural",1,Toei Animation,21 min,6553,10026,1,1304,3500
Tekken: Blood Vengeance,6.59,"Action, Fantasy, Sci-Fi, Supernatural",1,Digital Frontier,1 hr 32 min,6520,4787,39,14517,23789
"Touch: Miss Lonely Yesterday - Are kara, Kimi wa...",6.59,"Romance, Sports",1,Group TAC,1 hr 30 min,6522,9456,2,1906,4189
Hakugei Densetsu,6.59,"Adventure, Sci-Fi",26,"Studio Junio, Annapuru",23 min per ep,6545,8531,33,1477,5655
Lupin III: Napoleon no Jisho wo Ubae,6.59,"Action, Adventure, Comedy, Mystery",1,,1 hr 30 min,6561,7528,1,3277,7604
Skull Man,6.59,"Action, Mystery, Supernatural",13,Bones,23 min per ep,6515,4049,71,9191,34199
MM! Specials,6.59,"Comedy, Ecchi",9,Xebec,1 min per ep,6563,4043,14,16475,34269
Kujira no Chouyaku,6.59,"Award Winning, Drama, Fantasy",1,Tamura Shigeru Studio,22 min,6555,6746,39,4121,10066
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,6.59,"Drama, Sci-Fi",26,feel.,23 min per ep,6555,1494,540,53651,169591
Zettai Reido (2024),6.58,,1,,3 min,,17708,0,235,440
Maehwa,6.58,"Action, Fantasy",1,LICO,1 min,,21448,0,109,204
Hitoribocchi no Isekai Kouryaku,6.58,"Action, Adventure, Fantasy",12,"Passione, Hayabusa Film",23 min per ep,6619,2121,444,45953,106767
Maomao no Hitorigoto,6.58,Mystery,24,TOHO animation STUDIO,1 min per ep,6575,10074,6,1216,3442
Secret Mission: Sennyuu Sousakan wa Zettai ni Makenai!,6.58,Hentai,8,Rabbit Gate,6 min per ep,,9577,26,1427,4032
Kimi ni Aeta!,6.58,,1,CoMix Wave Films,1 min,,14149,1,505,1030
Aiue,6.58,,1,"Maxilla, THINGS.",3 min,,14888,2,494,834
Sangsil-ui Jib,6.58,"Avant Garde, Suspense",1,,9 min,6588,17843,3,171,427
Lupin III vs. Cat's Eye,6.58,"Action, Adventure, Comedy, Mystery",1,TMS Entertainment,1 hr 31 min,6574,9138,11,2008,4667
Mera Mera,6.58,,1,,3 min,,13714,6,705,1154
Tenshi no Agape,6.58,Fantasy,1,,1 min,,14647,1,478,899
Christmas of a Wandering Ghost,6.58,Fantasy,1,,4 min,,20039,0,148,281
Zettai Junshu☆Kyousei Kozukuri Kyokashou!!,6.58,Hentai,2,Anime Antenna Iinkai,27 min per ep,,6126,66,5234,12661
Nagareboshi Lens,6.58,Romance,1,Kinema Citrus,18 min,6580,4685,33,12435,24994
Princess Knight☆Catue,6.58,"Fantasy, Hentai",3,Studio 9 Maiami,29 min per ep,,7677,53,2728,7249
Gakuen Shimai,6.58,Hentai,2,Pink Cat,29 min per ep,,8431,15,2013,5797
Renketsu Houshiki,6.58,Hentai,3,Suzuki Mirano,27 min per ep,,6817,33,3382,9809
"Minami Kamakura Koukou Joshi Jitensha-bu: Kita yo, Taiwan!",6.58,Sports,1,"J.C.Staff, A.C.G.T.",23 min,6578,9256,1,2148,4489
Maken-Ki! OVA,6.58,"Action, Ecchi",2,"Xebec, AIC Spirits",26 min per ep,6575,2902,47,29991,64340
12-sai.: Chicchana Mune no Tokimeki 2nd Season,6.58,Romance,12,OLM,24 min per ep,6603,5292,18,8647,18575
Gokukoku no Brynhildr: Kara Sawagi,6.58,"Comedy, Sci-Fi, Ecchi",1,Arms,20 min,6615,3546,23,23009,44579
Imouto Paradise!,6.58,Hentai,2,Anime Antenna Iinkai,28 min per ep,,5049,105,8419,20913
JK to Inkou Kyoushi 4,6.58,Hentai,2,PoRO,29 min per ep,,6769,19,3354,9958
Oda Cinnamon Nobunaga,6.58,Comedy,12,Studio Signpost,23 min per ep,6581,4920,39,8119,22076
Bible Black,6.58,Hentai,6,Studio Jam,28 min per ep,,2806,578,35680,68423
B-Project: Kodou*Ambitious,6.58,,12,A-1 Pictures,24 min per ep,6607,3393,186,17315,47674
Kanamewo,6.58,"Drama, Girls Love, Supernatural",1,,5 min,6571,5413,52,8951,17479
Pokemon XY: Odemashi Ko Majin Hoopa,6.58,"Action, Fantasy",1,OLM,14 min,6586,6233,0,5889,12071
Shu,6.58,"Action, Fantasy",1,,2 min,6590,15529,0,350,696
Sacred Seven,6.58,"Action, Sci-Fi",12,Sunrise,24 min per ep,6587,2552,80,33996,80245
Chuuzumou,6.58,"Comedy, Sports",1,Studio Ghibli,13 min,6610,10617,3,545,2929
Bear Bear Bear Kuma!,6.58,Comedy,12,EMT Squared,30 sec per ep,6607,6887,24,4373,9517
Happy☆Lesson: Hokahoka★Kanna to Futari Kiri,6.58,"Comedy, Romance",1,,25 min,6618,9682,0,1540,3904
Dragon Quest: Dai no Daibouken,6.58,"Action, Adventure, Fantasy",1,Toei Animation,31 min,6611,10130,6,917,3381
Mouryou no Hako: Chuuzenji Atsuko no Jikenbo - Hako no Yurei no Koto,6.58,"Mystery, Supernatural, Suspense",1,Madhouse,16 min,6579,7637,0,3625,7337
Sore Ike! Anpanman,6.58,"Comedy, Fantasy",,TMS Entertainment,24 min,6591,9183,31,1735,4599
Perman,6.58,"Adventure, Comedy",54,,25 min per ep,6584,9108,15,2809,4704
Spirit of Wonder: China-san Tanpenshuu,6.58,"Comedy, Sci-Fi",3,Ajia-do,13 min per ep,6592,10349,4,1072,3158
Konpeki no Kantai,6.58,"Action, Drama",32,J.C.Staff,40 min per ep,6573,10088,14,424,3427
Wagaya no Oinari-sama.: Kuu-chan no Omake Gekijou,6.58,"Comedy, Supernatural",12,,2 min per ep,6598,10028,0,1068,3496
Nihonbashi Koukashita R Keikaku,6.58,,1,"Asahi Production, Rising Force, Maxilla",1 min,,9542,10,2275,4082
Rolling☆Girls,6.58,"Action, Adventure, Sci-Fi",12,Wit Studio,24 min per ep,6586,2333,215,28712,92088
Kuiba III: Zhanshen Jue Qi,6.58,"Adventure, Fantasy",1,,1 hr 20 min,6572,15783,0,177,653
Wonder Beat Scramble,6.58,"Action, Sci-Fi",26,Mushi Production,22 min per ep,6599,12608,1,641,1583
Betterman,6.58,"Action, Adventure, Drama, Horror, Mystery, Sci-Fi",26,Sunrise,24 min per ep,6607,5525,82,4865,16528
Star Ocean EX,6.58,"Adventure, Fantasy, Sci-Fi",26,Studio Deen,22 min per ep,6592,5890,30,6398,13971
Tide-Line Blue: Kyoudai,6.58,"Adventure, Drama",1,Telecom Animation Film,23 min,6596,11713,1,926,2117
Mars Red,6.58,"Action, Supernatural",13,Signal.MD,23 min per ep,6577,1833,597,37316,129508
Candy Candy: Haru no Yobigoe,6.58,"Drama, Romance",1,Toei Animation,25 min,6609,10595,4,1168,2944
Kyoto Animation: Souzou-hen,6.58,Slice of Life,1,Kyoto Animation,30 sec,,9942,24,1615,3595
Natsu ga Hajimaru.,6.58,Sports,1,,2 min,6581,16294,1,270,583
Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning,6.58,,26,Tezuka Productions,24 min per ep,6594,10927,12,766,2666
Tide-Line Blue,6.58,"Action, Adventure, Drama",12,Telecom Animation Film,23 min per ep,6594,7300,6,3340,8270
Honoo no Tenkousei,6.58,"Comedy, Sports",2,Gainax,23 min per ep,6620,7407,14,3721,7911
Five Star Stories,6.58,"Action, Drama, Fantasy, Sci-Fi",1,Sunrise,1 hr 5 min,6613,5710,51,5880,15214
Yu☆Gi☆Oh! Hikari no Pyramid,6.58,"Adventure, Comedy, Fantasy",1,Gallop,1 hr 41 min,6602,2607,61,50109,77048
Sasami: Mahou Shoujo Club,6.58,,13,AIC Spirits,25 min per ep,6589,7001,17,3077,9169
.hack//Liminality,6.58,Mystery,4,Bee Train,33 min per ep,6605,4026,34,17013,34631
Happy☆Lesson,6.58,"Comedy, Romance",5,"Studio Kyuuma, Venet, Chaos Project",30 min per ep,6615,6192,14,4796,12326
Xiao Mo Tou Baolu La!,6.58,Comedy,13,Wawayu Animation,8 min per ep,6599,8161,29,1255,6243
E's Otherwise,6.58,"Action, Adventure, Drama, Sci-Fi",26,Pierrot,23 min per ep,6612,5434,26,7353,17251
Jungle Taitei,6.58,Adventure,52,Mushi Production,25 min per ep,6571,7113,24,3475,8840
Tokyo Underground,6.58,"Action, Adventure, Romance, Sci-Fi",26,Pierrot,25 min per ep,6597,4241,47,12141,30855
Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku,6.58,"Adventure, Fantasy, Sci-Fi",1,Toei Animation,30 min,6611,3537,13,24809,44739
Ys: Tenkuu no Shinden - Adol Christine no Bouken,6.58,"Adventure, Drama, Fantasy",4,Tokyo Kids,30 min per ep,6602,8321,6,2363,5952
Palme no Ki,6.58,"Adventure, Drama, Fantasy, Romance",1,Palm Studio,2 hr 16 min,6582,7015,28,3037,9132
Benghuai: Xing Qiong Tiedao - Yinhe Renfa Tie Luan Wu Qu Mo Poxie Zhan Yue Zhi Juan,6.57,"Action, Fantasy, Sci-Fi",1,,2 min,6626,17486,0,206,457
Yumemiru Otome,6.57,Hentai,,T-Rex,16 min,,12059,7,600,1908
Sexfriend no Senpai The Animation,6.57,Hentai,2,Shion,15 min per ep,,11396,5,870,2330
Duel Masters LOST: Tsuioku no Suishou,6.57,"Action, Supernatural",4,J.C.Staff,23 min per ep,6634,10266,12,225,3239
Liang Chen You Meng,6.57,Slice of Life,1,HMCH,2 min,6657,17279,0,206,475
Si Ge Yongzhe,6.57,"Action, Adventure, Comedy, Fantasy, Romance",10,PHANTOM,7 min per ep,6680,4779,80,4556,23817
Your Rhapsody,6.57,,1,,2 min,,18238,0,208,401
Cardfight!! Vanguard: will+Dress Season 3,6.57,Action,13,"Kinema Citrus, GIFTanimation, Studio Jemi",24 min per ep,6629,9927,17,1106,3619
Saikin Yatotta Maid ga Ayashii,6.57,"Comedy, Romance",11,"SILVER LINK., Blade",23 min per ep,6675,1768,519,43322,136310
Shaman King: Flowers,6.57,"Action, Adventure, Supernatural",13,Bridge,23 min per ep,6679,4080,129,7387,33732
Glory or Dust,6.57,,1,Production I.G,5 min,,17546,3,227,453
Ling Yu 5th Season,6.57,Fantasy,12,Haoliners Animation League,13 min per ep,6655,12315,1,600,1740
Rinkan Biyaku Chuudoku: Nigeba Nashi! 1428-nin no Seito Zenin ni Sex Sareru Reijou Sayaka,6.57,Hentai,2,BreakBottle,20 min per ep,,6717,78,3953,10133
Fukubiki! Triangle: Futaba wa Atafuta ♥,6.57,Hentai,1,PoRO,29 min,,6958,24,3541,9315
Yobai Suru Shichinin no Harame,6.57,Hentai,2,Studio 1st,15 min per ep,,8403,10,2034,5845
Rinkan Club,6.57,Hentai,4,Seven,28 min per ep,,6968,73,3280,9293
Floating Material,6.57,Hentai,2,PoRO,29 min per ep,,6850,19,3629,9684
One Piece: Otoshidama Special - Tokubetsu Hou Mugiwara Kaizokudan no Himitsu!,6.57,"Action, Adventure, Fantasy",1,Toei Animation,1 hr 24 min,6669,10528,2,944,3007
Oshiete Re: Maid,6.57,Hentai,2,Flavors Soft,29 min per ep,,7943,12,2274,6699
Gibomai,6.57,Hentai,2,Mook Animation,28 min per ep,,7893,25,2836,6791
Kiss x Sis (TV),6.57,"Comedy, Romance, Ecchi",12,feel.,24 min per ep,6648,393,1806,345371,588997
Ojisan to Marshmallow,6.57,"Comedy, Romance",12,Creators in Pack,3 min per ep,6667,2765,90,36727,69944
Hyakka Ryouran: Samurai Bride Specials,6.57,"Comedy, Ecchi",6,Arms,2 min per ep,6647,5796,5,5515,14622
Ranpo Kitan: Game of Laplace,6.57,"Mystery, Suspense",11,Lerche,23 min per ep,6672,1933,344,51599,121125
The King of Fighters XV,6.57,Action,1,Studio G-1Neo,1 min,6680,12947,4,510,1422
Cardfight!! Vanguard G Z,6.57,Action,24,OLM,24 min per ep,6628,6944,12,4140,9351
Road to You,6.57,"Drama, Romance",3,"Sunrise, The Answer Studio, Ijigen Tokyo",3 min per ep,6673,6129,18,3612,12632
Meitantei Conan: Hoshikage no Majutsushi,6.57,Sci-Fi,1,D & D Pictures,25 min,6662,10403,1,557,3116
Chao Zhi Neng Zu Qiu,6.57,"Comedy, Sports",52,Puzzle Animation Studio Limited,22 min per ep,6629,11200,10,1199,2460
Grancrest Senki: Tsuisou,6.57,"Action, Drama, Fantasy, Gourmet",1,A-1 Pictures,23 min,6639,6159,9,4731,12480
Sword Art Online Alternative: Gun Gale Online - Refrain,6.57,Action,1,Studio 3Hz,23 min,6681,3621,70,18272,42824
Tokyo One Piece Tower: Tongari Shima no Dai Hihou,6.57,"Action, Adventure",1,,10 min,6684,7334,8,2092,8188
Berserk 2nd Season,6.57,"Action, Adventure, Drama, Fantasy, Horror",12,"Millepensee, GEMBA",24 min per ep,6625,1291,522,106041,197825
Nowisee,6.57,,24,,4 min per ep,,12244,4,361,1787
Rudolf to Ippaiattena,6.57,Adventure,1,"OLM, OLM Digital, Sprite Animation Studios",1 hr 28 min,6674,12703,3,454,1539
Arslan Senki (TV): Tsuioku no Shou - Dakkan no Yaiba,6.57,"Action, Adventure, Drama, Fantasy",1,"SANZIGEN, LIDENFILMS",24 min,6619,5829,10,6062,14389
Kaguya-hime (1961),6.57,,1,,26 min,6651,11320,6,849,2377
Dragonaut: The Resonance,6.57,"Action, Drama, Fantasy, Romance, Sci-Fi",25,Gonzo,24 min per ep,6636,2570,117,34137,79042
Jing: Shuang Cheng - Feng Qi Pian,6.57,"Action, Adventure, Fantasy, Romance",4,,21 min per ep,6649,13256,12,364,1309
Mushi-Uta,6.57,"Action, Fantasy, Sci-Fi",12,Beat Frog,24 min per ep,6661,5405,29,6986,17529
Tales of Crestoria: Toga Waga wo Shoite Kare wa Tatsu,6.57,"Adventure, Fantasy",1,Kamikaze Douga,14 min,6681,10050,4,1581,3473
Qin Xia,6.57,"Action, Adventure, Fantasy",12,,23 min per ep,6671,10954,4,650,2644
Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!,6.57,"Adventure, Comedy",1,TMS Entertainment,52 min,6685,11561,3,739,2212
Uchuu no Kishi Tekkaman Blade OVA: Burning Clock,6.57,"Action, Sci-Fi",1,Tatsunoko Production,9 min,6686,11087,2,906,2545
Gegege no Kitarou (1985),6.57,"Comedy, Supernatural",108,Toei Animation,23 min per ep,6639,10178,2,1166,3336
Koro no Dai Sanpo,6.57,Adventure,1,Studio Ghibli,14 min,6654,9977,1,464,3550
Gegege no Kitarou (1971),6.57,"Adventure, Supernatural",45,Toei Animation,24 min per ep,6638,10070,4,1160,3447
Ie Naki Ko Remy Specials (2001),6.57,"Adventure, Drama",2,Nippon Animation,45 min per ep,6648,13838,1,297,1113
Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako!,6.57,"Comedy, Fantasy",8,J.C.Staff,3 min per ep,6678,5950,3,4524,13633
Asobi ni Iku yo!,6.57,"Comedy, Romance, Sci-Fi, Ecchi",12,AIC PLUS+,24 min per ep,6622,1239,542,93961,207677
Sensei no Ojikan: Dokidoki School Hours OVA,6.57,Comedy,7,J.C.Staff,23 min per ep,6677,11098,2,1005,2538
Bakugan Battle Brawlers: New Vestroia,6.57,"Adventure, Fantasy",52,TMS Entertainment,24 min per ep,6623,2774,212,43371,69636
Da Zhu Zai,6.57,"Action, Adventure, Fantasy, Romance",12,"Foch Film, TrioPen Studio",24 min per ep,6631,7605,21,1648,7402
Harukanaru Toki no Naka de 3: Kurenai no Tsuki Special,6.57,"Comedy, Fantasy",1,Yumeta Company,7 min,6645,12669,3,499,1555
Omishi Mahou Gekijou: Risky★Safety,6.57,Comedy,24,APPP,10 min per ep,6667,8946,6,1634,4975
Mahoutsukai Sally 2,6.57,Comedy,88,Toei Animation,20 min per ep,6660,11710,4,921,2119
Green Legend Ran,6.57,"Adventure, Drama, Sci-Fi",3,AIC,47 min per ep,6640,7593,10,2604,7441
Kirepapa.,6.57,"Boys Love, Comedy, Drama, Erotica",2,PrimeTime,29 min per ep,,3153,133,30812,54759
Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,6.57,"Action, Adventure, Comedy, Fantasy, Sci-Fi",1,Toei Animation,1 hr,6634,1960,36,72395,118865
